ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Loan_Status,Gender_Female,Gender_Male,Married_No,Married_Yes,Dependents_0,Dependents_1,Dependents_2,Dependents_3+,Education_Graduate,Education_Not Graduate,Self_Employed_No,Self_Employed_Yes,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
17500,0.0,400.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
3775,0.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
5285,1430.0,161.0,360.0,0.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,True,False
2679,1302.0,94.0,360.0,1.0,Y,False,True,True,False,False,True,False,False,False,True,True,False,False,True,False
6783,0.0,130.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
1025,5500.0,216.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
4281,0.0,100.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
3588,0.0,110.0,360.0,0.0,N,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False
11250,0.0,196.0,360.0,1.0,N,False,True,True,False,False,True,False,False,True,False,True,False,False,True,False
18165,0.0,125.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,False,True,False,False,True
2550,2042.0,126.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
6133,3906.0,324.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3617,0.0,107.0,360.0,1.0,Y,False,True,True,False,False,False,True,False,True,False,True,False,False,True,False
2917,536.0,66.0,360.0,1.0,N,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
6417,0.0,157.0,180.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
4608,2845.0,140.0,180.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
2138,0.0,99.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
3652,0.0,95.0,360.0,1.0,Y,True,False,True,False,False,True,False,False,True,False,True,False,False,True,False
2239,2524.0,128.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,False,False,True
3017,663.0,102.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False
2768,1950.0,155.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
3358,0.0,80.0,36.0,1.0,N,False,True,True,False,True,False,False,False,False,True,True,False,False,True,False
2526,1783.0,145.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
5000,0.0,103.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False
2785,2016.0,110.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
6633,0.0,128.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,False,True,True,False,False
2492,2375.0,128.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False
3333,3250.0,158.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
2454,2333.0,181.0,360.0,0.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
3593,4266.0,132.0,180.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
5468,1032.0,26.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
2667,1625.0,84.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
10139,0.0,260.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,False,True,False,True,False
3887,2669.0,162.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
4180,2306.0,182.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
3675,242.0,108.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
19484,0.0,600.0,360.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False
5923,2054.0,211.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
5800,0.0,132.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,False,True,False,True,False
8799,0.0,258.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
4467,0.0,120.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
3333,0.0,70.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
3400,2500.0,123.0,360.0,0.0,N,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
2378,0.0,9.0,360.0,1.0,N,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True
3166,2064.0,104.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
3417,1750.0,186.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
5116,1451.0,165.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
16666,0.0,275.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
6125,1625.0,187.0,480.0,1.0,N,False,True,False,True,False,False,True,False,False,True,True,False,False,True,False
6406,0.0,150.0,360.0,1.0,N,False,True,False,True,False,False,False,True,True,False,True,False,False,True,False
3159,461.0,108.0,84.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
3087,2210.0,136.0,360.0,0.0,N,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
3229,2739.0,110.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
1782,2232.0,107.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
3182,2917.0,161.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
6540,0.0,205.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,True,False
1836,33837.0,90.0,360.0,1.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True
3166,0.0,36.0,360.0,1.0,Y,True,False,False,True,True,False,False,False,True,False,True,False,False,True,False
1880,0.0,61.0,360.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
2787,1917.0,146.0,360.0,0.0,N,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
4283,3000.0,172.0,84.0,1.0,N,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False
2297,1522.0,104.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True
2165,0.0,70.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False
4750,0.0,94.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
2726,0.0,106.0,360.0,0.0,N,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
3000,3416.0,56.0,180.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,False,True,False
6000,0.0,205.0,240.0,1.0,N,False,True,False,True,False,False,True,False,True,False,False,True,False,True,False
9357,0.0,292.0,360.0,1.0,Y,False,True,True,False,False,False,False,True,True,False,False,True,False,True,False
3859,3300.0,142.0,180.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
16120,0.0,260.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,False,False,True
3833,0.0,110.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,False,True,True,False,True,False,False
6383,1000.0,187.0,360.0,1.0,N,False,True,False,True,False,False,True,False,False,True,False,True,True,False,False
2987,0.0,88.0,360.0,0.0,N,False,True,True,False,True,False,False,False,True,False,True,False,False,True,False
9963,0.0,180.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,False,True,True,False,False
5780,0.0,192.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
416,41667.0,350.0,180.0,1.0,N,True,False,True,False,False,False,False,True,True,False,True,False,False,False,True
2894,2792.0,155.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False
5703,0.0,128.0,360.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,False,False,True
3676,4301.0,172.0,360.0,1.0,Y,False,True,True,False,True,False,False,False,True,False,True,False,True,False,False
12000,0.0,496.0,360.0,1.0,Y,True,False,False,True,False,True,False,False,True,False,True,False,False,True,False
2400,3800.0,128.0,180.0,1.0,N,False,True,False,True,True,False,False,False,False,True,True,False,False,False,True
3400,2500.0,173.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
3987,1411.0,157.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False
3232,1950.0,108.0,360.0,1.0,Y,False,True,False,True,True,False,False,False,True,False,True,False,True,False,False
2900,0.0,71.0,360.0,1.0,Y,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
4106,0.0,40.0,180.0,1.0,Y,False,True,False,True,False,False,False,True,True,False,True,False,True,False,False
8072,240.0,253.0,360.0,1.0,Y,False,True,False,True,False,True,False,False,True,False,True,False,False,False,True
7583,0.0,187.0,360.0,1.0,Y,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True
4583,0.0,133.0,360.0,0.0,N,True,False,True,False,True,False,False,False,True,False,False,True,False,True,False
